City,Price,Area,Numbers of Bedroom,Numbers of Bathroom,Type
New Administrative Capital,"2,460,500", 266 m2,5,4,pent-house
New Administrative Capital,"2,312,500", 250 m2,5,4,pent-house
New Administrative Capital,"2,090,500", 226 m2,4,3,pent-house
New Administrative Capital,"1,998,000", 216 m2,4,3,pent-house
New Administrative Capital,"1,850,000", 200 m2,4,3,pent-house
New Administrative Capital,"1,711,250", 185 m2,3,2,pent-house
New Administrative Capital,"1,544,750", 167 m2,3,2,pent-house
New Administrative Capital,"1,452,250", 157 m2,3,2,pent-house
New Administrative Capital,"1,387,500", 150 m2,3,2,pent-house
New Administrative Capital,"2,460,500", 266 m2,5,4,apartment
New Administrative Capital,"2,090,500", 226 m2,4,3,apartment
New Administrative Capital,"1,998,000", 216 m2,4,3,apartment
New Administrative Capital,"1,970,000", 213 m2,4,3,apartment
New Administrative Capital,"1,850,000", 200 m2,4,3,apartment
New Administrative Capital,"1,711,250", 185 m2,3,2,apartment
New Administrative Capital,"1,600,250", 173 m2,3,2,apartment
New Administrative Capital,"1,544,750", 167 m2,3,2,apartment
New Administrative Capital,"1,480,000", 160 m2,3,2,apartment
New Administrative Capital,"1,295,000", 140 m2,3,2,apartment
New Administrative Capital,"1,184,000", 128 m2,2,1,apartment
New Administrative Capital,"1,156,250", 125 m2,2,1,apartment
New Administrative Capital,"1,110,000", 120 m2,2,1,apartment
New Administrative Capital,"925,000", 100 m2,1,1,apartment
New Administrative Capital,"629,000", 68 m2,1,1,apartment
New Administrative Capital,"1,150,000", 100 m2,1,1,apartment
New Administrative Capital,"1,850,250", 130 m2,2,2,apartment
New Administrative Capital,"2,644,500", 246 m2,5,3,apartment
New Administrative Capital,"1,850,000", 168 m2,3,3,apartment
New Administrative Capital,"1,541,000", 134 m2,2,2,apartment
New Administrative Capital,"1,806,000", 168 m2,4,3,apartment
New Administrative Capital,"1,366,000", 130 m2,3,2,apartment
New Administrative Capital,"1,947,000", 168 m2,4,3,apartment
New Administrative Capital,"1,248,000", 130 m2,2,3,apartment
New Administrative Capital,"1,255,500", 169 m2,2,3,apartment
New Administrative Capital,"1,600,000", 130 m2,2,2,apartment
New Administrative Capital,"1,787,500", 130 m2,2,3,apartment
New Administrative Capital,"2,310,000", 168 m2,3,3,apartment
New Administrative Capital,"1,137,500", 130 m2,2,3,apartment
New Administrative Capital,"1,315,000", 119 m2,2,2,apartment
New Administrative Capital,"1,698,500", 158 m2,3,3,apartment
New Administrative Capital,"5,508,000", 324 m2,4,2,villa
New Administrative Capital,"2,795,000", 260 m2,5,4,duplex
New Administrative Capital,"5,265,000", 362 m2,4,4,twin-house
New Administrative Capital,"1,200,000", 119 m2,2,2,apartment
New Administrative Capital,"1,430,000", 130 m2,3,3,apartment
New Administrative Capital,"6,480,000", 324 m2,4,3,villa
New Administrative Capital,"2,000,000", 168 m2,3,2,apartment
New Administrative Capital,"1,850,000", 170 m2,3,3,apartment
New Administrative Capital,"1,398,250", 119 m2,2,3,apartment
New Administrative Capital,"1,033,000", 130 m2,2,3,apartment
New Administrative Capital,"2,100,000", 200 m2,3,2,apartment
New Administrative Capital,"1,627,500", 155 m2,3,2,apartment
New Administrative Capital,"1,428,000", 136 m2,2,2,apartment
New Administrative Capital,"1,260,000", 120 m2,2,2,apartment
New Administrative Capital,"1,396,500", 133 m2,3,2,apartment
New Administrative Capital,"1,312,500", 125 m2,2,2,apartment
New Administrative Capital,"7,829,000", 310 m2,4,2,town-house
New Administrative Capital,"6,852,000", 309 m2,4,2,twin-house
New Administrative Capital,"6,732,000", 309 m2,4,2,town-house
New Administrative Capital,"7,028,000", 296 m2,4,3,town-house
New Administrative Capital,"7,008,000", 295 m2,4,3,twin-house
New Administrative Capital,"7,408,000", 295 m2,4,3,town-house
New Administrative Capital,"7,941,000", 359 m2,4,3,villa
New Administrative Capital,"8,338,000", 358 m2,4,3,villa
New Administrative Capital,"2,075,000", 156 m2,3,2,apartment
New Administrative Capital,"2,182,000", 164 m2,3,2,apartment
New Administrative Capital,"2,168,000", 144 m2,3,2,apartment
New Administrative Capital,"2,469,000", 164 m2,3,2,apartment
New Administrative Capital,"2,256,000", 156 m2,3,2,apartment
New Administrative Capital,"2,138,000", 142 m2,3,2,apartment
New Administrative Capital,"2,427,000", 156 m2,3,2,apartment
New Administrative Capital,"2,560,000", 164 m2,3,2,apartment
New Administrative Capital,"2,815,000", 187 m2,3,2,apartment
New Administrative Capital,"2,194,000", 134 m2,3,2,apartment
New Administrative Capital,"1,694,361", 140 m2,3,2,apartment
New Administrative Capital,"1,358,000", 99 m2,2,2,apartment
New Administrative Capital,"1,627,000", 150 m2,3,3,apartment
New Administrative Capital,"1,960,000", 174 m2,3,2,apartment
New Administrative Capital,"1,694,000", 140 m2,2,2,apartment
New Administrative Capital,"2,735,627", 205 m2,3,3,apartment
New Administrative Capital,"1,900,000", 174 m2,3,3,apartment
New Administrative Capital,"2,400,000", 213 m2,4,3,apartment
New Administrative Capital,"1,265,000", 93 m2,1,1,apartment
New Administrative Capital,"1,075,000", 92 m2,1,1,apartment
New Administrative Capital,"1,694,000", 140 m2,3,3,apartment
New Administrative Capital,"1,296,000", 108 m2,1,2,apartment
New Administrative Capital,"1,666,000", 150 m2,3,3,apartment
New Administrative Capital,"1,636,000", 169 m2,3,2,apartment
New Administrative Capital,"1,301,000", 170 m2,3,2,apartment
New Administrative Capital,"1,281,000", 99 m2,2,1,apartment
New Administrative Capital,"2,789,000", 212 m2,4,3,apartment
New Administrative Capital,"2,378,000", 205 m2,3,2,apartment
New Administrative Capital,"1,700,000", 150 m2,3,3,apartment
New Administrative Capital,"3,093,750", 165 m2,3,2,apartment
New Administrative Capital,"3,456,000", 180 m2,3,2,apartment
New Administrative Capital,"4,615,000", 260 m2,4,3,apartment
New Administrative Capital,"2,343,750", 125 m2,2,2,apartment
New Administrative Capital,"9,846,000", 547 m2,5,4,twin-house
New Administrative Capital,"3,610,000", 190 m2,3,2,apartment
New Administrative Capital,"2,520,000", 144 m2,3,1,apartment
New Administrative Capital,"20,350,000", 1100 m2,8,7,villa
New Administrative Capital,"6,030,000", 335 m2,3,3,duplex
New Administrative Capital,"5,550,000", 300 m2,3,3,duplex
New Administrative Capital,"1,438,560", 179 m2,3,2,apartment
New Administrative Capital,"4,091,730", 149 m2,4,3,apartment
New Administrative Capital,"5,825,630", 237 m2,5,5,duplex
New Administrative Capital,"3,176,530", 123 m2,3,2,apartment
New Administrative Capital,"2,841,762", 155 m2,4,3,apartment
New Administrative Capital,"2,576,860", 117 m2,3,3,apartment
New Administrative Capital,"1,955,760", 111 m2,3,3,apartment
New Administrative Capital,"1,798,200", 111 m2,3,2,apartment
New Administrative Capital,"1,435,125", 89 m2,2,2,apartment
New Administrative Capital,"1,438,950", 90 m2,2,2,apartment
New Administrative Capital,"3,099,525", 128 m2,3,2,apartment
New Administrative Capital,"2,979,675", 133 m2,3,2,apartment
New Administrative Capital,"3,075,810", 163 m2,4,2,apartment
New Administrative Capital,"8,556,410", 307 m2,6,6,duplex
New Administrative Capital,"3,747,140", 160 m2,4,4,apartment
New Administrative Capital,"5,479,000", 254 m2,4,4,twin-house
New Administrative Capital,"4,400,000", 260 m2,3,3,town-house
New Administrative Capital,"4,300,000", 247 m2,3,3,town-house
New Administrative Capital,"4,200,000", 260 m2,4,3,town-house
New Administrative Capital,"5,782,000", 258 m2,4,4,town-house
New Administrative Capital,"4,200,000", 258 m2,4,4,town-house
New Administrative Capital,"4,781,000", 247 m2,4,3,town-house
New Administrative Capital,"6,000,000", 257 m2,4,3,villa
New Administrative Capital,"2,305,000", 247 m2,4,4,villa
New Administrative Capital,"9,000,000", 411 m2,3,3,villa
New Administrative Capital,"8,000,000", 390 m2,4,3,villa
New Administrative Capital,"5,280,000", 247 m2,5,3,villa
New Administrative Capital,"8,993,000", 393 m2,3,3,villa
New Administrative Capital,"5,788,000", 254 m2,4,3,villa
New Administrative Capital,"12,080,000", 400 m2,4,3,villa
New Administrative Capital,"2,620,000", 247 m2,4,3,villa
New Administrative Capital,"2,800,000", 310 m2,4,3,apartment
New Administrative Capital,"1,800,000", 160 m2,3,2,apartment
New Administrative Capital,"2,300,000", 180 m2,3,2,apartment
New Administrative Capital,"1,500,000", 290 m2,4,3,apartment
New Administrative Capital,"2,800,000", 160 m2,4,3,apartment
New Administrative Capital,"2,282,000", 150 m2,3,3,apartment
New Administrative Capital,"1,500,000", 144 m2,4,3,apartment
New Administrative Capital,"1,936,973", 162 m2,3,2,apartment
New Administrative Capital,"1,928,356", 162 m2,3,2,apartment
New Administrative Capital,"1,911,124", 162 m2,3,2,apartment
New Administrative Capital,"1,902,507", 162 m2,3,2,apartment
New Administrative Capital,"1,893,891", 162 m2,3,2,apartment
New Administrative Capital,"1,819,766", 152 m2,3,2,apartment
New Administrative Capital,"1,949,548", 162 m2,3,2,apartment
New Administrative Capital,"2,329,785", 192 m2,3,2,apartment
New Administrative Capital,"1,803,335", 152 m2,3,2,apartment
New Administrative Capital,"1,811,551", 152 m2,3,2,apartment
New Administrative Capital,"2,121,708", 168 m2,3,2,apartment
New Administrative Capital,"1,940,699", 162 m2,3,2,apartment
New Administrative Capital,"1,832,600", 115 m2,2,2,apartment
New Administrative Capital,"2,101,042", 148 m2,3,2,apartment
New Administrative Capital,"1,805,533", 128 m2,2,2,apartment
New Administrative Capital,"1,545,341", 115 m2,2,2,apartment
New Administrative Capital,"2,363,086", 169 m2,3,2,apartment
New Administrative Capital,"2,823,202", 192 m2,3,2,apartment
New Administrative Capital,"1,735,311", 128 m2,2,2,apartment
New Administrative Capital,"1,585,519", 115 m2,2,2,apartment
New Administrative Capital,"2,586,088", 164 m2,3,2,apartment
New Administrative Capital,"2,749,007", 189 m2,3,2,apartment
New Administrative Capital,"2,104,522", 160 m2,3,2,apartment
New Administrative Capital,"1,809,360", 123 m2,2,2,apartment
New Administrative Capital,"1,800,000", 100 m2,1,1,store
New Administrative Capital,"3,200,000", 130 m2,2,1,clinic
New Administrative Capital,"3,860,000", 145 m2,2,1,clinic
New Administrative Capital,"3,450,000", 140 m2,2,1,clinic
New Administrative Capital,"3,400,000", 136 m2,2,1,clinic
New Administrative Capital,"3,000,000", 125 m2,2,1,clinic
New Administrative Capital,"2,300,000", 115 m2,2,1,office
New Administrative Capital,"2,900,000", 120 m2,2,1,office
New Administrative Capital,"2,600,000", 118 m2,2,1,office
New Administrative Capital,"2,000,000", 110 m2,1,,office
New Administrative Capital,"2,100,000", 112 m2,1,1,office
New Administrative Capital,"1,000,000", 65 m2,1,1,store
New Administrative Capital,"1,500,000", 90 m2,1,1,store
New Administrative Capital,"1,420,000", 85 m2,1,1,store
New Administrative Capital,"1,400,000", 83 m2,1,1,store
New Administrative Capital,"1,350,000", 80 m2,1,1,store
New Administrative Capital,"1,300,000", 72 m2,1,1,store
New Administrative Capital,"1,100,000", 70 m2,1,1,store
New Administrative Capital,"960,000", 60 m2,1,1,store
New Administrative Capital,"980,000", 62 m2,1,1,store
New Cairo,"7,400,000", 126 m2,1,1,office
New Cairo,"7,320,000", 125 m2,1,1,office
New Cairo,"7,200,000", 120 m2,1,1,office
New Cairo,"6,900,000", 119 m2,1,1,office
New Cairo,"6,820,000", 116 m2,1,1,office
New Cairo,"6,680,000", 112 m2,1,1,office
New Cairo,"6,110,000", 110 m2,1,1,office
New Cairo,"6,000,000", 100 m2,1,1,office
New Cairo,"5,800,000", 99 m2,1,1,office
New Cairo,"5,700,000", 95 m2,1,1,office
New Cairo,"7,220,000", 121 m2,1,1,store
New Cairo,"6,850,000", 118 m2,1,1,store
New Cairo,"6,800,000", 115 m2,1,1,store
New Cairo,"6,700,000", 114 m2,1,1,store
New Cairo,"6,660,000", 111 m2,1,1,store
New Cairo,"5,850,000", 102 m2,1,1,store
New Cairo,"5,710,000", 96 m2,1,1,store
New Cairo,"7,450,000", 130 m2,1,1,store
New Cairo,"7,310,000", 124 m2,1,1,store
New Cairo,"7,300,000", 122 m2,1,1,store
New Administrative Capital,"820,000", 78 m2,1,1,clinic
New Administrative Capital,"790,000", 55 m2,1,1,clinic
New Administrative Capital,"860,000", 88 m2,1,1,clinic
New Administrative Capital,"770,000", 35 m2,1,1,clinic
New Administrative Capital,"760,000", 43 m2,1,1,clinic
New Administrative Capital,"680,000", 31 m2,1,1,office
New Administrative Capital,"756,000", 45 m2,1,1,office
New Administrative Capital,"775,000", 38 m2,1,1,office
New Administrative Capital,"730,000", 35 m2,1,1,office
New Administrative Capital,"795,000", 70 m2,1,1,store
New Administrative Capital,"890,000", 90 m2,1,1,store
New Administrative Capital,"800,000", 75 m2,1,1,store
New Administrative Capital,"780,000", 56 m2,1,1,store
New Administrative Capital,"750,000", 40 m2,1,1,store
New Administrative Capital,"722,200", 36 m2,1,1,store
New Administrative Capital,"729,300", 34 m2,1,1,store
New Administrative Capital,"686,500", 32 m2,1,1,store
New Administrative Capital,"643,500", 30 m2,1,1,store
New Administrative Capital,"600,600", 28 m2,1,1,store
New Cairo,"8,942,000", 208 m2,4,3,apartment
New Cairo,"2,850,000", 180 m2,3,3,apartment
New Cairo,"2,400,000", 240 m2,3,3,apartment
New Cairo,"1,771,000", 137 m2,2,1,apartment
New Cairo,"2,500,000", 191 m2,3,3,apartment
New Cairo,"1,750,000", 178 m2,3,2,apartment
New Cairo,"2,029,000", 121 m2,3,2,apartment
New Cairo,"1,289,000", 162 m2,3,2,apartment
New Cairo,"1,966,000", 115 m2,2,1,apartment
New Cairo,"2,600,000", 165 m2,3,2,apartment
New Cairo,"2,300,000", 185 m2,3,3,apartment
New Cairo,"1,953,000", 146 m2,3,2,apartment
New Cairo,"1,464,000", 125 m2,2,2,apartment
New Cairo,"2,100,000", 148 m2,3,3,apartment
New Cairo,"3,400,000", 198 m2,3,3,apartment
North Coast,"2,800,000", 71 m2,1,1,apartment
North Coast,"4,350,000", 150 m2,2,2,apartment
North Coast,"3,500,000", 105 m2,2,1,apartment
North Coast,"4,500,000", 120 m2,2,2,apartment
North Coast,"5,413,000", 140 m2,3,2,apartment
North Coast,"4,402,000", 130 m2,2,2,apartment
North Coast,"7,195,000", 170 m2,3,2,apartment
6th October,"2,700,000", 111 m2,2,2,apartment
6th October,"2,900,000", 116 m2,2,2,apartment
6th October,"3,800,000", 138 m2,3,3,apartment
6th October,"4,106,000", 157 m2,3,3,apartment
6th October,"4,800,000", 207 m2,3,3,apartment
6th October,"2,400,000", 228 m2,3,3,villa
6th October,"5,500,000", 345 m2,6,5,villa
6th October,"3,250,000", 273 m2,3,3,villa
6th October,"4,445,000", 218 m2,3,2,villa
6th October,"6,000,000", 355 m2,6,5,villa
Al Ain Al Sokhna,"10,000,000", 420 m2,5,4,villa
Al Ain Al Sokhna,"8,500,000", 420 m2,5,4,villa
Al Ain Al Sokhna,"2,985,000", 300 m2,5,4,villa
Al Ain Al Sokhna,"9,000,000", 300 m2,5,4,villa
Al Ain Al Sokhna,"12,300,000", 320 m2,5,4,villa
Al Ain Al Sokhna,"6,500,000", 320 m2,5,4,villa
Al Ain Al Sokhna,"7,500,000", 320 m2,5,4,villa
Al Ain Al Sokhna,"9,400,000", 400 m2,5,4,villa
Al Ain Al Sokhna,"8,500,000", 400 m2,5,4,villa
Al Ain Al Sokhna,"10,000,000", 400 m2,5,4,villa
Al Ain Al Sokhna,"10,000,000", 400 m2,5,4,villa
Al Ain Al Sokhna,"3,450,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"2,900,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"3,200,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"2,000,000", 100 m2,3,2,chalet
Al Ain Al Sokhna,"2,150,000", 145 m2,3,2,chalet
Al Ain Al Sokhna,"1,900,000", 110 m2,3,2,chalet
Al Ain Al Sokhna,"2,000,000", 110 m2,3,2,chalet
Al Ain Al Sokhna,"3,200,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"3,300,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"3,500,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"2,150,000", 110 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"4,000,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"2,650,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,100,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,480,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,700,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,800,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,700,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,000,000", 100 m2,3,2,chalet
Al Ain Al Sokhna,"2,150,000", 145 m2,3,2,chalet
Al Ain Al Sokhna,"1,900,000", 110 m2,3,2,chalet
Al Ain Al Sokhna,"2,000,000", 110 m2,3,2,chalet
Al Ain Al Sokhna,"2,150,000", 110 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"4,000,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"3,100,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"2,650,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,100,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,480,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"3,450,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"2,900,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"3,200,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"2,700,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,800,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,700,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"3,200,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"3,300,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"3,500,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"2,950,000", 170 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"3,000,000", 190 m2,3,2,chalet
Al Ain Al Sokhna,"5,500,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,800,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,480,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"1,850,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"3,000,000", 240 m2,3,2,chalet
Al Ain Al Sokhna,"2,900,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,100,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"6,440,000", 280 m2,3,2,chalet
Al Ain Al Sokhna,"2,000,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"3,500,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"3,500,000", 180 m2,3,2,chalet
Al Ain Al Sokhna,"3,200,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"2,900,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"2,700,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"3,250,000", 150 m2,3,2,chalet
Al Ain Al Sokhna,"6,440,000", 280 m2,3,2,chalet
Al Ain Al Sokhna,"3,000,000", 240 m2,3,2,chalet
Al Ain Al Sokhna,"1,850,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"3,000,000", 190 m2,3,2,chalet
Al Ain Al Sokhna,"2,950,000", 170 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 125 m2,3,2,chalet
Al Ain Al Sokhna,"5,500,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,900,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,800,000", 140 m2,3,2,chalet
Al Ain Al Sokhna,"2,300,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,100,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,480,000", 120 m2,3,2,chalet
Al Ain Al Sokhna,"2,000,000", 120 m2,3,2,chalet
